"Tabela 6579 - População residente estimada"
"Variável - População residente estimada (Pessoas)"
"Cód.","Município","Ano"
"4203600","Campos Novos (SC)","28800"
"4203709","Canelinha (SC)","9112"
"4203808","Canoinhas (SC)","51857"
"4203907","Capinzal (SC)","20738"
"4203956","Capivari de Baixo (SC)","18887"
"4204004","Catanduvas (SC)","8529"
"4204103","Caxambu do Sul (SC)","5173"
"4204152","Celso Ramos (SC)","2768"
"4204178","Cerro Negro (SC)","3975"
"4204194","Chapadão do Lageado (SC)","2556"
"4204202","Chapecó (SC)","151153"
"4204251","Cocal do Sul (SC)","13949"
"4204301","Concórdia (SC)","63611"
"4204350","Cordilheira Alta (SC)","3116"
"4204400","Coronel Freitas (SC)","10505"
"4204459","Coronel Martins (SC)","2271"
"4204509","Corupá (SC)","12013"
"4204558","Correia Pinto (SC)","17011"
"4204608","Criciúma (SC)","173269"
"4204707","Cunha Porã (SC)","10141"
"4204756","Cunhataí (SC)","1802"
"4204806","Curitibanos (SC)","36369"
"4204905","Descanso (SC)","8926"
"4205001","Dionísio Cerqueira (SC)","14318"
"4205100","Dona Emma (SC)","3269"
"4205159","Doutor Pedrinho (SC)","3062"
"4205175","Entre Rios (SC)","2857"
"4205191","Ermo (SC)","2064"
"4205209","Erval Velho (SC)","4223"
"4205308","Faxinal dos Guedes (SC)","10955"
"4205357","Flor do Sertão (SC)","1608"
"4205407","Florianópolis (SC)","352401"
"4205431","Formosa do Sul (SC)","2683"
"4205456","Forquilhinha (SC)","18876"
"4205506","Fraiburgo (SC)","33597"
"4205555","Frei Rogério (SC)","3017"
"4205605","Galvão (SC)","4163"
"4205704","Garopaba (SC)","13529"
"4205803","Garuva (SC)","11689"
"4205902","Gaspar (SC)","47703"
"4206009","Governador Celso Ramos (SC)","11839"
"4206108","Grão Pará (SC)","5866"
"4206207","Gravatal (SC)","10112"
"4206306","Guabiruba (SC)","13364"
"4206405","Guaraciaba (SC)","10876"
"4206504","Guaramirim (SC)","24542"
"4206603","Guarujá do Sul (SC)","4685"
"4206652","Guatambú (SC)","4709"
"4206702","Herval d'Oeste (SC)","20291"
"4206751","Ibiam (SC)","1940"
"4206801","Ibicaré (SC)","3532"
"4206900","Ibirama (SC)","16052"
"4207007","Içara (SC)","49886"
"4207106","Ilhota (SC)","10688"
"4207205","Imaruí (SC)","13147"
"4207304","Imbituba (SC)","36284"
"4207403","Imbuia (SC)","5225"
"4207502","Indaial (SC)","41391"
"4207577","Iomerê (SC)","2579"
"4207601","Ipira (SC)","5127"
"4207650","Iporã do Oeste (SC)","7836"
"4207684","Ipuaçu (SC)","6158"
"4207700","Ipumirim (SC)","6859"
"4207759","Iraceminha (SC)","4450"
"4207809","Irani (SC)","8741"
"4207858","Irati (SC)","2148"
"4207908","Irineópolis (SC)","9729"
"4208005","Itá (SC)","6769"
"4208104","Itaiópolis (SC)","19259"
"4208203","Itajaí (SC)","150804"
"4208302","Itapema (SC)","27537"
"4208401","Itapiranga (SC)","13853"
"4208450","Itapoá (SC)","9422"
"4208500","Ituporanga (SC)","19568"
"4208609","Jaborá (SC)","4170"
"4208708","Jacinto Machado (SC)","10847"
"4208807","Jaguaruna (SC)","14840"
"4208906","Jaraguá do Sul (SC)","112245"
"4208955","Jardinópolis (SC)","1967"
"4209003","Joaçaba (SC)","24185"
"4209102","Joinville (SC)","446064"
"4209151","José Boiteux (SC)","4598"
"4209177","Jupiá (SC)","2202"
"4209201","Lacerdópolis (SC)","2181"
"4209300","Lages (SC)","158681"
"4209409","Laguna (SC)","47872"
"4209458","Lajeado Grande (SC)","1585"
"4209508","Laurentino (SC)","5152"
"4209607","Lauro Müller (SC)","13561"
"4209706","Lebon Régis (SC)","11790"
"4209805","Leoberto Leal (SC)","3676"
"4209854","Lindóia do Sul (SC)","4797"
"4209904","Lontras (SC)","8469"
"4210001","Luiz Alves (SC)","8163"
"4210035","Luzerna (SC)","5594"
"4210050","Macieira (SC)","1857"
"4210100","Mafra (SC)","50301"
"4210209","Major Gercino (SC)","3064"
"4210308","Major Vieira (SC)","6852"
"4210407","Maracajá (SC)","5651"
"4210506","Maravilha (SC)","18610"
"4210555","Marema (SC)","2585"
"4210605","Massaranduba (SC)","12719"
"4210704","Matos Costa (SC)","3292"
"4210803","Meleiro (SC)","7049"
"4210852","Mirim Doce (SC)","2712"
"4210902","Modelo (SC)","3893"
"4211009","Mondaí (SC)","8642"
"4211058","Monte Carlo (SC)","8896"
"4211108","Monte Castelo (SC)","8318"
"4211207","Morro da Fumaça (SC)","14817"
"4211256","Morro Grande (SC)","2885"
"4211306","Navegantes (SC)","41219"
"4211405","Nova Erechim (SC)","3551"
"4211454","Nova Itaberaba (SC)","4268"
"4211504","Nova Trento (SC)","9943"
"4211603","Nova Veneza (SC)","11708"
"4211652","Novo Horizonte (SC)","3033"
"4211702","Orleans (SC)","20019"
"4211751","Otacílio Costa (SC)","14141"
"4211801","Ouro (SC)","7582"
"4211850","Ouro Verde (SC)","2302"
"4211876","Paial (SC)","2043"
"4211892","Painel (SC)","2400"
"4211900","Palhoça (SC)","106875"
"4212007","Palma Sola (SC)","8122"
"4212056","Palmeira (SC)","2146"
"4212106","Palmitos (SC)","15822"
"4212205","Papanduva (SC)","16890"
"4212239","Paraíso (SC)","4647"
"4212254","Passo de Torres (SC)","4604"
"4212270","Passos Maia (SC)","4954"
"4212304","Paulo Lopes (SC)","5973"
"4212403","Pedras Grandes (SC)","4904"
"4212502","Penha (SC)","18229"
"4212601","Peritiba (SC)","3238"
"4212650","Pescaria Brava (SC)","..."
"4212700","Petrolândia (SC)","6333"
"4212809","Balneário Piçarras (SC)","11273"
"4212908","Pinhalzinho (SC)","12500"
"4213005","Pinheiro Preto (SC)","2761"
"4213104","Piratuba (SC)","5912"
"4213153","Planalto Alegre (SC)","2440"
"4213203","Pomerode (SC)","22496"
"4213302","Ponte Alta (SC)","5212"
"4213351","Ponte Alta do Norte (SC)","3286"
"4213401","Ponte Serrada (SC)","10755"
"4213500","Porto Belo (SC)","11140"
"4213609","Porto União (SC)","32089"
"4213708","Pouso Redondo (SC)","12276"
"4213807","Praia Grande (SC)","7255"
"4213906","Presidente Castello Branco (SC)","1956"
"4214003","Presidente Getúlio (SC)","12447"
"4214102","Presidente Nereu (SC)","2245"
"4214151","Princesa (SC)","2573"
"4214201","Quilombo (SC)","10572"
"4214300","Rancho Queimado (SC)","2668"
"4214409","Rio das Antas (SC)","6156"
"4214508","Rio do Campo (SC)","6477"
"4214607","Rio do Oeste (SC)","6700"
"4214706","Rio dos Cedros (SC)","8960"
"4214805","Rio do Sul (SC)","52383"
"4214904","Rio Fortuna (SC)","4333"
"4215000","Rio Negrinho (SC)","38824"
"4215059","Rio Rufino (SC)","2459"
"4215075","Riqueza (SC)","5033"
"4215109","Rodeio (SC)","10499"
"4215208","Romelândia (SC)","6171"
"4215307","Salete (SC)","7147"
"4215356","Saltinho (SC)","4017"
"4215406","Salto Veloso (SC)","3951"
"4215455","Sangão (SC)","8417"
"4215505","Santa Cecília (SC)","15081"
"4215554","Santa Helena (SC)","2537"
"4215604","Santa Rosa de Lima (SC)","2021"
"4215653","Santa Rosa do Sul (SC)","7880"
"4215679","Santa Terezinha (SC)","8849"
"4215687","Santa Terezinha do Progresso (SC)","3324"
"4215695","Santiago do Sul (SC)","1667"
"4215703","Santo Amaro da Imperatriz (SC)","15989"
"4215752","São Bernardino (SC)","3033"
"4215802","São Bento do Sul (SC)","67222"
"4215901","São Bonifácio (SC)","3199"
"4216008","São Carlos (SC)","9251"
"4216057","São Cristóvão do Sul (SC)","4715"
"4216107","São Domingos (SC)","9386"
"4216206","São Francisco do Sul (SC)","33319"
"4216255","São João do Oeste (SC)","5670"
"4216305","São João Batista (SC)","15115"
"4216354","São João do Itaperiú (SC)","3218"
"4216404","São João do Sul (SC)","6850"
"4216503","São Joaquim (SC)","22851"
"4216602","São José (SC)","177775"
"4216701","São José do Cedro (SC)","13541"
"4216800","São José do Cerrito (SC)","10213"
"4216909","São Lourenço do Oeste (SC)","19750"
"4217006","São Ludgero (SC)","8903"
"4217105","São Martinho (SC)","3261"
"4217154","São Miguel da Boa Vista (SC)","1946"
"4217204","São Miguel do Oeste (SC)","32465"
"4217253","São Pedro de Alcântara (SC)","3627"
"4217303","Saudades (SC)","8235"
"4217402","Schroeder (SC)","11329"
"4217501","Seara (SC)","15782"
"4217550","Serra Alta (SC)","3272"
"4217600","Siderópolis (SC)","12233"
"4217709","Sombrio (SC)","23506"
"4217758","Sul Brasil (SC)","3029"
"4217808","Taió (SC)","16237"
"4217907","Tangará (SC)","8624"
"4217956","Tigrinhos (SC)","1885"
"4218004","Tijucas (SC)","23896"
"4218103","Timbé do Sul (SC)","5291"
"4218202","Timbó (SC)","30042"
"4218251","Timbó Grande (SC)","6680"
"4218301","Três Barras (SC)","17302"
"4218350","Treviso (SC)","3191"
"4218400","Treze de Maio (SC)","6779"
"4218509","Treze Tílias (SC)","4941"
"4218608","Trombudo Central (SC)","5754"
"4218707","Tubarão (SC)","90586"
"4218756","Tunápolis (SC)","4689"
"4218806","Turvo (SC)","10946"
"4218855","União do Oeste (SC)","3358"
"4218905","Urubici (SC)","10312"
"4218954","Urupema (SC)","2534"
"4219002","Urussanga (SC)","18819"
"4219101","Vargeão (SC)","3500"
"4219150","Vargem (SC)","3205"
"4219176","Vargem Bonita (SC)","5064"
"4219200","Vidal Ramos (SC)","6197"
"4219309","Videira (SC)","42422"
"4219358","Vitor Meireles (SC)","5473"
"4219408","Witmarsum (SC)","3212"
"4219507","Xanxerê (SC)","37932"
"4219606","Xavantina (SC)","4321"
"4219705","Xaxim (SC)","23210"
"4219853","Zortéa (SC)","2674"
"4220000","Balneário Rincão (SC)","..."
"4300034","Aceguá (RS)","3970"
"4300059","Água Santa (RS)","3826"
"4300109","Agudo (RS)","17533"
"4300208","Ajuricaba (RS)","7660"
"4300307","Alecrim (RS)","8287"
"4300406","Alegrete (RS)","85030"
"4300455","Alegria (RS)","5241"
"4300471","Almirante Tamandaré do Sul (RS)","2267"
"4300505","Alpestre (RS)","9847"
"4300554","Alto Alegre (RS)","2135"
"4300570","Alto Feliz (RS)","2833"
"4300604","Alvorada (RS)","188756"
"4300638","Amaral Ferrador (RS)","5719"
"4300646","Ametista do Sul (RS)","7542"
"4300661","André da Rocha (RS)","1120"
"4300703","Anta Gorda (RS)","6299"
"4300802","Antônio Prado (RS)","13154"
"4300851","Arambaré (RS)","4026"
"4300877","Araricá (RS)","4149"
"4300901","Aratiba (RS)","7013"
"4301008","Arroio do Meio (RS)","17219"
"4301057","Arroio do Sal (RS)","5535"
"4301073","Arroio do Padre (RS)","2597"
"4301107","Arroio dos Ratos (RS)","13524"
"4301206","Arroio do Tigre (RS)","12258"
"4301305","Arroio Grande (RS)","19280"
"4301404","Arvorezinha (RS)","10306"
"4301503","Augusto Pestana (RS)","7790"
"4301552","Áurea (RS)","3862"
"4301602","Bagé (RS)","116084"
"4301636","Balneário Pinhal (RS)","7881"
"4301651","Barão (RS)","5381"
"4301701","Barão de Cotegipe (RS)","6564"
"4301750","Barão do Triunfo (RS)","6752"
"4301800","Barracão (RS)","5513"
"4301859","Barra do Guarita (RS)","2922"
"4301875","Barra do Quaraí (RS)","3938"
"4301909","Barra do Ribeiro (RS)","11968"
"4301925","Barra do Rio Azul (RS)","2369"
"4301958","Barra Funda (RS)","2262"
"4302006","Barros Cassal (RS)","11201"
"4302055","Benjamin Constant do Sul (RS)","2677"
"4302105","Bento Gonçalves (RS)","93656"
"4302154","Boa Vista das Missões (RS)","2191"
"4302204","Boa Vista do Buricá (RS)","6600"
"4302220","Boa Vista do Cadeado (RS)","2480"
"4302238","Boa Vista do Incra (RS)","2294"
"4302253","Boa Vista do Sul (RS)","2851"
"4302303","Bom Jesus (RS)","11877"
"4302352","Bom Princípio (RS)","9741"
"4302378","Bom Progresso (RS)","2832"
"4302402","Bom Retiro do Sul (RS)","10981"
"4302451","Boqueirão do Leão (RS)","7866"
"4302501","Bossoroca (RS)","7736"
"4302584","Bozano (RS)","2365"
"4302600","Braga (RS)","4108"
"4302659","Brochier (RS)","4410"
"4302709","Butiá (RS)","20489"
"4302808","Caçapava do Sul (RS)","34427"
"4302907","Cacequi (RS)","15247"
"4303004","Cachoeira do Sul (RS)","88146"
"4303103","Cachoeirinha (RS)","109839"
"4303202","Cacique Doble (RS)","4741"
"4303301","Caibaté (RS)","5166"
"4303400","Caiçara (RS)","5504"
"4303509","Camaquã (RS)","61023"
"4303558","Camargo (RS)","2496"
"4303608","Cambará do Sul (RS)","6812"
"4303673","Campestre da Serra (RS)","3184"
"4303707","Campina das Missões (RS)","6916"
"4303806","Campinas do Sul (RS)","5660"
"4303905","Campo Bom (RS)","54773"
"4304002","Campo Novo (RS)","6657"
"4304101","Campos Borges (RS)","3779"
"4304200","Candelária (RS)","29703"
"4304309","Cândido Godói (RS)","6997"
"4304358","Candiota (RS)","8354"
"4304408","Canela (RS)","34702"
"4304507","Canguçu (RS)","51557"
"4304606","Canoas (RS)","310187"
"4304614","Canudos do Vale (RS)","1992"
"4304622","Capão Bonito do Sul (RS)","1924"
"4304630","Capão da Canoa (RS)","31797"
"4304655","Capão do Cipó (RS)","2573"
"4304663","Capão do Leão (RS)","24306"
"4304671","Capivari do Sul (RS)","3176"
"4304689","Capela de Santana (RS)","10340"
"4304697","Capitão (RS)","2611"
"4304705","Carazinho (RS)","58331"
"4304713","Caraá (RS)","6452"
"4304804","Carlos Barbosa (RS)","21029"
"4304853","Carlos Gomes (RS)","1858"
"4304903","Casca (RS)","8482"
"4304952","Caseiros (RS)","2865"
"4305009","Catuípe (RS)","10108"
"4305108","Caxias do Sul (RS)","368776"
"4305116","Centenário (RS)","3099"
"4305124","Cerrito (RS)","6926"
"4305132","Cerro Branco (RS)","4300"
"4305157","Cerro Grande (RS)","2558"
"4305173","Cerro Grande do Sul (RS)","8362"
"4305207","Cerro Largo (RS)","12587"
"4305306","Chapada (RS)","9690"
"4305355","Charqueadas (RS)","30585"
"4305371","Charrua (RS)","3773"
"4305405","Chiapetta (RS)","4494"
"4305439","Chuí (RS)","5435"
"4305447","Chuvisca (RS)","4527"
"4305454","Cidreira (RS)","9337"
"4305504","Ciríaco (RS)","5172"
"4305587","Colinas (RS)","2446"
"4305603","Colorado (RS)","4031"
"4305702","Condor (RS)","6500"
"4305801","Constantina (RS)","9747"
"4305835","Coqueiro Baixo (RS)","1592"
"4305850","Coqueiros do Sul (RS)","2671"
"4305871","Coronel Barros (RS)","2457"
"4305900","Coronel Bicaco (RS)","8293"
"4305934","Coronel Pilar (RS)","1921"
"4305959","Cotiporã (RS)","4078"
"4305975","Coxilha (RS)","2961"
"4306007","Crissiumal (RS)","14862"
"4306056","Cristal (RS)","6700"
"4306072","Cristal do Sul (RS)","2856"
"4306106","Cruz Alta (RS)","67614"
"4306130","Cruzaltense (RS)","2528"
"4306205","Cruzeiro do Sul (RS)","11792"
"4306304","David Canabarro (RS)","4739"
"4306320","Derrubadas (RS)","3619"
"4306353","Dezesseis de Novembro (RS)","3378"
"4306379","Dilermando de Aguiar (RS)","3219"
"4306403","Dois Irmãos (RS)","23363"
"4306429","Dois Irmãos das Missões (RS)","2310"
"4306452","Dois Lajeados (RS)","3223"
"4306502","Dom Feliciano (RS)","13447"
"4306551","Dom Pedro de Alcântara (RS)","2682"
"4306601","Dom Pedrito (RS)","40640"
"4306700","Dona Francisca (RS)","3931"
"4306734","Doutor Maurício Cardoso (RS)","6220"
"4306759","Doutor Ricardo (RS)","2137"
"4306767","Eldorado do Sul (RS)","28422"
"4306809","Encantado (RS)","18772"
"4306908","Encruzilhada do Sul (RS)","24194"
"4306924","Engenho Velho (RS)","2047"
"4306932","Entre-Ijuís (RS)","9643"
"4306957","Entre Rios do Sul (RS)","3421"
"4306973","Erebango (RS)","3000"
"4307005","Erechim (RS)","89490"
"4307054","Ernestina (RS)","3078"
"4307104","Herval (RS)","6957"
"4307203","Erval Grande (RS)","5446"
"4307302","Erval Seco (RS)","9051"
"4307401","Esmeralda (RS)","3103"
"4307450","Esperança do Sul (RS)","3669"
"4307500","Espumoso (RS)","15136"
"4307559","Estação (RS)","6314"
"4307609","Estância Velha (RS)","35972"
"4307708","Esteio (RS)","81189"
"4307807","Estrela (RS)","27757"
"4307815","Estrela Velha (RS)","3684"
"4307831","Eugênio de Castro (RS)","3293"
"4307864","Fagundes Varela (RS)","2449"
"4307906","Farroupilha (RS)","56179"
"4308003","Faxinal do Soturno (RS)","6851"
"4308052","Faxinalzinho (RS)","2897"
"4308078","Fazenda Vilanova (RS)","2891"
"4308102","Feliz (RS)","11595"
"4308201","Flores da Cunha (RS)","24427"
"4308250","Floriano Peixoto (RS)","2333"
"4308300","Fontoura Xavier (RS)","11396"
"4308409","Formigueiro (RS)","7585"
"4308433","Forquetinha (RS)","2675"
"4308458","Fortaleza dos Valos (RS)","5037"
"4308508","Frederico Westphalen (RS)","26935"
"4308607","Garibaldi (RS)","26990"
"4308656","Garruchos (RS)","3739"
"4308706","Gaurama (RS)","6378"
"4308805","General Câmara (RS)","8708"
"4308854","Gentil (RS)","1750"
"4308904","Getúlio Vargas (RS)","16440"
"4309001","Giruá (RS)","18580"
"4309050","Glorinha (RS)","5807"
"4309100","Gramado (RS)","29372"
"4309126","Gramado dos Loureiros (RS)","2520"
"4309159","Gramado Xavier (RS)","3678"
"4309209","Gravataí (RS)","238759"
"4309258","Guabiju (RS)","1746"
"4309308","Guaíba (RS)","96147"
"4309407","Guaporé (RS)","20402"
"4309506","Guarani das Missões (RS)","8911"
"4309555","Harmonia (RS)","3731"
"4309571","Herveiras (RS)","2969"
"4309605","Horizontina (RS)","17749"
"4309654","Hulha Negra (RS)","5101"
"4309704","Humaitá (RS)","5135"
"4309753","Ibarama (RS)","4373"
"4309803","Ibiaçá (RS)","4759"
"4309902","Ibiraiaras (RS)","7135"
"4309951","Ibirapuitã (RS)","4163"
"4310009","Ibirubá (RS)","18733"
"4310108","Igrejinha (RS)","27535"
"4310207","Ijuí (RS)","76369"
"4310306","Ilópolis (RS)","4305"
"4310330","Imbé (RS)","12844"
"4310363","Imigrante (RS)","2968"
"4310405","Independência (RS)","7287"
"4310413","Inhacorá (RS)","2382"
"4310439","Ipê (RS)","5427"
"4310462","Ipiranga do Sul (RS)","2020"
"4310504","Iraí (RS)","9061"
"4310538","Itaara (RS)","4680"
"4310553","Itacurubi (RS)","3519"
"4310579","Itapuca (RS)","2674"
"4310603","Itaqui (RS)","40277"
"4310652","Itati (RS)","2872"
"4310702","Itatiba do Sul (RS)","5078"
"4310751","Ivorá (RS)","2487"
"4310801","Ivoti (RS)","15833"
"4310850","Jaboticaba (RS)","4506"
"4310876","Jacuizinho (RS)","2383"
"4310900","Jacutinga (RS)","3807"
"4311007","Jaguarão (RS)","30376"
"4311106","Jaguari (RS)","12457"
"4311122","Jaquirana (RS)","4914"
"4311130","Jari (RS)","3731"
"4311155","Jóia (RS)","8364"
"4311205","Júlio de Castilhos (RS)","20500"
"4311239","Lagoa Bonita do Sul (RS)","2474"
"4311254","Lagoão (RS)","6103"
"4311270","Lagoa dos Três Cantos (RS)","1608"
"4311304","Lagoa Vermelha (RS)","28062"
"4311403","Lajeado (RS)","61072"
"4311429","Lajeado do Bugre (RS)","2447"
"4311502","Lavras do Sul (RS)","8016"
"4311601","Liberato Salzano (RS)","6312"
"4311627","Lindolfo Collor (RS)","4717"
"4311643","Linha Nova (RS)","1576"
"4311700","Machadinho (RS)","5531"
"4311718","Maçambará (RS)","5084"
"4311734","Mampituba (RS)","3113"
"4311759","Manoel Viana (RS)","7147"
"4311775","Maquiné (RS)","7371"
"4311791","Maratá (RS)","2435"
"4311809","Marau (RS)","28905"
"4311908","Marcelino Ramos (RS)","5990"
"4311981","Mariana Pimentel (RS)","3814"
"4312005","Mariano Moro (RS)","2410"
"4312054","Marques de Souza (RS)","4282"
"4312104","Mata (RS)","5579"
"4312138","Mato Castelhano (RS)","2483"
"4312153","Mato Leitão (RS)","3271"
"4312179","Mato Queimado (RS)","2002"
"4312203","Maximiliano de Almeida (RS)","5532"
"4312252","Minas do Leão (RS)","7382"
"4312302","Miraguaí (RS)","4919"
"4312351","Montauri (RS)","1671"
"4312377","Monte Alegre dos Campos (RS)","3081"
"4312385","Monte Belo do Sul (RS)","2874"
"4312401","Montenegro (RS)","55237"
"4312427","Mormaço (RS)","2438"
"4312443","Morrinhos do Sul (RS)","3543"
"4312450","Morro Redondo (RS)","5990"
"4312476","Morro Reuter (RS)","5057"
"4312500","Mostardas (RS)","11972"
"4312609","Muçum (RS)","4712"
"4312617","Muitos Capões (RS)","2900"
"4312625","Muliterno (RS)","1747"
"4312658","Não-Me-Toque (RS)","14558"
"4312674","Nicolau Vergueiro (RS)","1813"
"4312708","Nonoai (RS)","12841"
"4312757","Nova Alvorada (RS)","2770"
"4312807","Nova Araçá (RS)","3278"
"4312906","Nova Bassano (RS)","7964"
"4312955","Nova Boa Vista (RS)","2197"
"4313003","Nova Bréscia (RS)","3081"
"4313011","Nova Candelária (RS)","2852"
"4313037","Nova Esperança do Sul (RS)","4063"
"4313060","Nova Hartz (RS)","15719"
"4313086","Nova Pádua (RS)","2401"
"4313102","Nova Palma (RS)","6320"
"4313201","Nova Petrópolis (RS)","17323"
"4313300","Nova Prata (RS)","18741"
"4313334","Nova Ramada (RS)","2702"
"4313359","Nova Roma do Sul (RS)","3079"
"4313375","Nova Santa Rita (RS)","16440"
"4313391","Novo Cabrais (RS)","3594"
"4313409","Novo Hamburgo (RS)","239790"
"4313425","Novo Machado (RS)","4627"
"4313441","Novo Tiradentes (RS)","2385"
"4313466","Novo Xingu (RS)","1831"
"4313490","Novo Barreiro (RS)","3848"
"4313508","Osório (RS)","36825"
"4313607","Paim Filho (RS)","4757"
"4313656","Palmares do Sul (RS)","11074"
"4313706","Palmeira das Missões (RS)","36309"
"4313805","Palmitinho (RS)","6959"
"4313904","Panambi (RS)","33006"
"4313953","Pantano Grande (RS)","11096"
"4314001","Paraí (RS)","6134"
"4314027","Paraíso do Sul (RS)","7275"
"4314035","Pareci Novo (RS)","3299"
"4314050","Parobé (RS)","46327"
"4314068","Passa Sete (RS)","4624"
"4314076","Passo do Sobrado (RS)","5592"
"4314100","Passo Fundo (RS)","171734"
"4314134","Paulo Bento (RS)","2172"
"4314159","Paverama (RS)","7811"
"4314175","Pedras Altas (RS)","2568"
"4314209","Pedro Osório (RS)","8127"
"4314308","Pejuçara (RS)","4204"
"4314407","Pelotas (RS)","324752"
"4314423","Picada Café (RS)","4805"
"4314456","Pinhal (RS)","2473"
"4314464","Pinhal da Serra (RS)","2392"
"4314472","Pinhal Grande (RS)","4787"
"4314498","Pinheirinho do Vale (RS)","4102"
"4314506","Pinheiro Machado (RS)","13783"
"4314548","Pinto Bandeira (RS)","..."
"4314555","Pirapó (RS)","3291"
"4314605","Piratini (RS)","19629"
"4314704","Planalto (RS)","11162"
"4314753","Poço das Antas (RS)","1924"
"4314779","Pontão (RS)","3834"
"4314787","Ponte Preta (RS)","2017"
"4314803","Portão (RS)","25249"
"4314902","Porto Alegre (RS)","1373313"
"4315008","Porto Lucena (RS)","6313"
"4315057","Porto Mauá (RS)","2783"
"4315073","Porto Vera Cruz (RS)","2421"
"4315107","Porto Xavier (RS)","11221"
"4315131","Pouso Novo (RS)","2186"
"4315149","Presidente Lucena (RS)","2086"
"4315156","Progresso (RS)","6170"
"4315172","Protásio Alves (RS)","2085"
"4315206","Putinga (RS)","4552"
"4315305","Quaraí (RS)","24238"
"4315313","Quatro Irmãos (RS)","1785"
"4315321","Quevedos (RS)","2672"
"4315354","Quinze de Novembro (RS)","3601"
"4315404","Redentora (RS)","8810"
"4315453","Relvado (RS)","2131"
"4315503","Restinga Sêca (RS)","16546"
"4315552","Rio dos Índios (RS)","4581"
"4315602","Rio Grande (RS)","188215"
"4315701","Rio Pardo (RS)","37814"
"4315750","Riozinho (RS)","4152"
"4315800","Roca Sales (RS)","9292"
"4315909","Rodeio Bonito (RS)","5718"
"4315958","Rolador (RS)","2850"
"4316006","Rolante (RS)","18393"
"4316105","Ronda Alta (RS)","9950"
"4316204","Rondinha (RS)","5983"
"4316303","Roque Gonzales (RS)","7677"
"4316402","Rosário do Sul (RS)","41094"
"4316428","Sagrada Família (RS)","2625"
"4316436","Saldanha Marinho (RS)","3178"
"4316451","Salto do Jacuí (RS)","11762"
"4316477","Salvador das Missões (RS)","2652"
"4316501","Salvador do Sul (RS)","5776"
"4316600","Sananduva (RS)","14784"
"4316709","Santa Bárbara do Sul (RS)","10008"
"4316733","Santa Cecília do Sul (RS)","1728"
"4316758","Santa Clara do Sul (RS)","4893"
"4316808","Santa Cruz do Sul (RS)","109606"
"4316907","Santa Maria (RS)","247766"
"4316956","Santa Maria do Herval (RS)","5985"
"4316972","Santa Margarida do Sul (RS)","2187"
"4317004","Santana da Boa Vista (RS)","8649"
"4317103","Sant'Ana do Livramento (RS)","92036"
"4317202","Santa Rosa (RS)","65862"
"4317251","Santa Tereza (RS)","1730"
"4317301","Santa Vitória do Palmar (RS)","33548"
"4317400","Santiago (RS)","50275"
"4317509","Santo Ângelo (RS)","77306"
"4317558","Santo Antônio do Palma (RS)","2198"
"4317608","Santo Antônio da Patrulha (RS)","37284"
"4317707","Santo Antônio das Missões (RS)","12657"
"4317756","Santo Antônio do Planalto (RS)","1999"
"4317806","Santo Augusto (RS)","14308"
"4317905","Santo Cristo (RS)","14893"
"4317954","Santo Expedito do Sul (RS)","2644"
"4318002","São Borja (RS)","65292"
"4318051","São Domingos do Sul (RS)","2864"
"4318101","São Francisco de Assis (RS)","20762"
"4318200","São Francisco de Paula (RS)","19762"
"4318309","São Gabriel (RS)","60432"
"4318408","São Jerônimo (RS)","20237"
"4318424","São João da Urtiga (RS)","4892"
"4318432","São João do Polêsine (RS)","2777"
"4318440","São Jorge (RS)","2867"
"4318457","São José das Missões (RS)","2972"
"4318465","São José do Herval (RS)","2541"
"4318481","São José do Hortêncio (RS)","3476"
"4318499","São José do Inhacorá (RS)","2384"
"4318507","São José do Norte (RS)","24003"
"4318606","São José do Ouro (RS)","7047"
"4318614","São José do Sul (RS)","1776"
"4318622","São José dos Ausentes (RS)","3124"
"4318705","São Leopoldo (RS)","196531"
"4318804","São Lourenço do Sul (RS)","43996"
"4318903","São Luiz Gonzaga (RS)","36447"
"4319000","São Marcos (RS)","19342"
"4319109","São Martinho (RS)","6195"
"4319125","São Martinho da Serra (RS)","3264"
"4319158","São Miguel das Missões (RS)","7355"
"4319208","São Nicolau (RS)","6347"
"4319307","São Paulo das Missões (RS)","7021"
"4319356","São Pedro da Serra (RS)","2928"
"4319364","São Pedro das Missões (RS)","1790"
"4319372","São Pedro do Butiá (RS)","2863"
"4319406","São Pedro do Sul (RS)","16971"
"4319505","São Sebastião do Caí (RS)","20089"
"4319604","São Sepé (RS)","24643"
"4319703","São Valentim (RS)","4044"
"4319711","São Valentim do Sul (RS)","2110"
"4319737","São Valério do Sul (RS)","2620"
"4319752","São Vendelino (RS)","1710"
"4319802","São Vicente do Sul (RS)","8426"
"4319901","Sapiranga (RS)","70809"
"4320008","Sapucaia do Sul (RS)","124862"
"4320107","Sarandi (RS)","18414"
"4320206","Seberi (RS)","11169"
"4320230","Sede Nova (RS)","3136"
"4320263","Segredo (RS)","6908"
"4320305","Selbach (RS)","4891"
"4320321","Senador Salgado Filho (RS)","2905"
"4320354","Sentinela do Sul (RS)","4920"
"4320404","Serafina Corrêa (RS)","11195"
"4320453","Sério (RS)","2664"
"4320503","Sertão (RS)","7365"
"4320552","Sertão Santana (RS)","5323"
"4320578","Sete de Setembro (RS)","2322"
"4320602","Severiano de Almeida (RS)","4118"
